session_id,alias_changes,attempted,case,cfo_rms_hz,common,delay_rms_ns,profile,raw_cfo_rms_hz,recovered
scan-hop-157c185070779e8c,0,16,frequency,30.732205754000468,10,0.2652739205049876,grid512,30.732205753999573,10
scan-hop-157c185070779e8c,0,16,frequency,13.171877885130828,10,0.015304663350515002,grid8192,13.171877885132078,10
scan-hop-157c185070779e8c,0,16,frequency,0.09880943651103714,10,0.2652800823727603,local512,0.0988094365110873,10
scan-hop-157c185070779e8c,0,16,frequency,0.29902338184938837,10,1.2972596578939597,joint512,0.2990233818493635,10
scan-hop-157c185070779e8c,0,16,delay,1.2428474789483273,9,2.3132287309893944,grid512,1.2428474789471202,9
scan-hop-157c185070779e8c,0,16,delay,1.242847478950591,9,2.2692843246037584,grid8192,1.2428474789490167,9
scan-hop-157c185070779e8c,0,16,delay,0.7738584661216046,9,2.3134922896412418,local512,0.7738584661206516,9
scan-hop-157c185070779e8c,0,16,delay,0.7011279136510489,9,2.3166511810853936,joint512,0.7011279136505031,9
scan-hop-002263e74ae412da,0,16,frequency,23.797506892321817,12,0.25955326618362073,grid512,23.79750689232028,12
scan-hop-002263e74ae412da,0,16,frequency,7.111218424240987,12,0.01682622619237244,grid8192,7.1112184242403,12
scan-hop-002263e74ae412da,0,16,frequency,0.10255554065291138,12,0.2604403349628632,local512,0.10255554065258601,12
scan-hop-002263e74ae412da,0,16,frequency,0.07627199008857169,12,0.23967197918312305,joint512,0.07627199008589113,12
scan-hop-002263e74ae412da,0,16,delay,1.6881055175663524,12,3.3285425462819145,grid512,1.6881055175664865,12
scan-hop-002263e74ae412da,0,16,delay,1.6774324746941005,12,3.249200580725062,grid8192,1.6774324746941949,12
scan-hop-002263e74ae412da,0,16,delay,0.9264152525637304,12,3.3289499554336253,local512,0.9264152525641332,12
